@relation training_data

@attribute text string
@attribute emojis string
@attribute emotion {positive,neutral,negative}

@data
'know_VBP was_VBD is_VBZ moving_VBG ,_, do_VBP','',neutral
'made_VBD of_IN what_WP sold_VBD last_JJ','',neutral
'also_RB got_VBD of_IN including_VBG from_IN of_IN that_IN were_VBD not_RB even_RB','',positive
'is_VBZ how_WRB most_JJS and_CC go_VBP','',neutral
'what_WP ridiculously_RB awesome_JJ had_VBD','',positive
'must_MD have_VB been_VBN good_JJ and_CC have_VB did_VBD','',positive
'and_CC has_VBZ agreed_VBN let_VB take_VBP of_IN','',neutral
'really_RB starting_VBG lose_VB','',negative
'last_JJ watched_VBD bleak_JJ on_IN while_IN watching_VBG clouzot\'s_VBZ terse_JJ ,_, relentless_JJ of_IN on_IN','',neutral
'in_IN few_JJ vacant_JJ read_VBD :_: and_CC of_IN','',neutral
'is_VBZ ,_, and_CC hard_JJ is_VBZ naught_RB but_CC','',neutral
':_: just_RB heard_VBD on_IN died_VBD','',negative
'here_RB for_IN','',neutral
'screened_VBD at_IN in_IN for_IN and_CC seemed_VBD fairly_RB stunned_VBN by_IN','',positive
strange_JJ,'',positive
burn_VB,'',neutral
'is_VBZ and_CC more_RBR grim_JJ for_IN muted_VBD and_CC washed-out_JJ','',negative
'get_VB and_CC watch_VB alongside_IN ,_, or_CC new_JJ','',neutral
'here_RB is_VBZ recent_JJ of_IN and_CC talks_VBZ about_IN latest_JJ ,_, and_CC of_IN :_: from_IN','',neutral
'\"_\'\' most_JJS wonderful_JJ got_VBD was_VBD jpg_VB that_IN gets_VBZ','',positive
'but_CC comes_VBZ close_JJ second_JJ','',neutral
'\"_\'\' what_WP fabulous_JJ for_IN on_IN','',positive
fantastic_JJ,'',positive
'well_UH ,_, great_JJ','',positive
'just_RB that_IN is_VBZ making_VBG into_IN','',neutral
'and_CC are_VBP doing_VBG precisely_RB &_CC quot_VBP','',neutral
'as_IN are_VBP truly_RB honoured_VBN','',positive
'of_IN for_IN when_WRB like_IN comes_VBZ from_IN like_IN','',positive
'\"_\'\' think_VBP wonderful_JJ remake_VB','',positive
'has_VBZ creative_JJ right_RB carry_VB into_IN chooses_VBZ','',neutral
'\"_\'\' always_RB be_VB','',neutral
'can_MD say_VB is_VBZ ,_, knowing_VBG from_IN close_JJ pretty_RB sure_JJ even_RB will_MD be_VB very_RB proud_JJ of_IN makes_VBZ','',positive
'is_VBZ coming_VBG together_RB awesome_JJ','',positive
'will_MD also_RB be_VB very_RB technical_JJ as_IN out_RP in_IN with_IN and_CC','',neutral
'stand_VBP by_IN what_WP said_VBD in_IN do_VBP not_RB know_VB if_IN going_VBG be_VB filming_VBG ever_RB again_RB','',neutral
'but_CC of_IN came_VBD across_IN as_IN really_RB angry_JJ ,_, drunken_JJ','',negative
'do_VBP not_RB know_VB when_WRB or_CC if_IN will_MD end_VB up_RP seeing_VBG again_RB but_CC please_UH know_VB that_IN can_MD understand_VB if_IN do_VBP not_RB want_VBP see_VB again_RB','',neutral
'if_IN wants_VBZ give_VB be_VB more_RBR than_IN happy_JJ answer_VB','',positive
hey_UH,'',neutral
lol_UH,'',positive
'came_VBD with_IN and_CC danced_VBD away_RB most_JJS of_IN went_VBD which_WDT was_VBD awsome_JJ','',positive
'there_EX was_VBD only_RB few_JJ of_IN single_JJ there_RB but_CC was_VBD cool_JJ','',positive
'which_WDT is_VBZ of_IN slow_JJ got_VBD dance_VB with_IN of_IN who_WP graduated_VBD last_JJ awsome_JJ danced_VBD alot_RB together_RB luvs_VBZ','',positive
'was_VBD really_RB cold_JJ tho_RB','',neutral
'was_VBD awsome_JJ was_VBD really_RB cool_JJ','',positive
'too_RB much_RB and_CC not_RB enough_RB rock_VB for_IN but_CC was_VBD good_JJ was_VBD just_RB happy_JJ getting_VBG out_RP on_IN and_CC getting_VBG on_IN lol_UH','',positive
'also_RB got_VBD see_VB once_RB knew_VBD was_VBD was_VBD pretty_RB cool_JJ','',positive
'haha_UH did_VBD and_CC were_VBD so_RB close_JJ together_RB','',positive
'need_VBP bigger_JJR lmao_UH','',neutral
'just_RB loved_VBD last_JJ','',positive
ha_UH,'',positive
'then_IN ,_, ,_, ,_, and_CC could_MD not_RB find_VB someplace_RB good_JJ eat_VB was_VBD open_JJ in_IN so_IN went_VBD in_IN giant_JJ and_CC bought_VBD haha_UH','',positive
'were_VBD in_IN still_RB','',neutral
'was_VBD ammusing_JJ hehehe_UH but_CC yea_UH overall_UH have_VBP not_RB had_VBD much_JJ fun_JJ in_IN very_RB long_JJ','',positive
'done_VBN telling_VBG about_IN wonderful_JJ lol_UH','',positive
'be_VB puting_VBG up_RP soon_RB','',neutral
'was_VBD born_VBN ,_, ,_, at_IN','',neutral
'can_MD not_RB believe_VB is_VBZ finally_RB here_RB','',positive
'after_IN on_IN ,_, cleaned_VBD ,_, played_VBD and_CC with_IN ,_, then_RB went_VBD sit_VB and_CC talk_VB with_IN while_IN moved_VBD in_IN','',neutral
'except_IN not_RB look_VB like_IN seems_VBZ think_VB has_VBZ of_IN in_IN','',neutral
'😃_EMO is_VBZ really_RB exciting_JJ be_VB big_JJ ,_, thinks_VBZ is_VBZ sooooo_RB cool_JJ',😃,positive
'will_MD be_VB putting_VBG more_RBR up_RP probably_RB sometime_RB so_RB keep_VB out_RP for_IN amazing_JJ','',neutral
'go_VBP high_JJ','',neutral
'want_VBP go_VB when_WRB graduate_VBP and_CC take_VB up_RP in_IN or_CC','',neutral
'on_IN is_VBZ do_VBP what_WP was_VBD born_VBN do_VB love_VBP there_RB love_VBP teach_VB who_WP want_VBP be_VB taught_VBN','',positive
'there_RB is_VBZ amazing_JJ like_IN second_JJ','',positive
'about_IN if_IN want_VBP know_VB else_RB about_IN just_RB let_VB know_VBP','',neutral
'luckily_RB won_VBD','',positive
'then_IN ,_, in_IN','',neutral
'was_VBD pertty_RB goood_JJ','',positive
'annnd_CC beat_VBP','',neutral
'was_VBD pretty_RB good_JJ','',positive
'and_CC about_IN guess_VBP','',neutral
'always_RB happy_JJ with_IN','',positive
'had_VBD good_JJ with_IN at_IN','',positive
'was_VBD sooo_RB cute_JJ','',neutral
heh_UH,'',positive
anyway_RB,'',neutral
'do_VBP not_RB know_VB why_WRB','',neutral
'however_RB do_VBP miss_VB','',negative
'-_: and_CC hostin_VBG','',neutral
'even_RB maybe_RB means_VBZ will_MD not_RB see_VB again_RB','',neutral
'so_UH went_VBD spend_VB at_IN','',neutral
'woke_VBD up_RP once_RB during_IN and_CC was_VBD like_IN ,_, \"_\'\' oh_UH crap_UH ,_, no_UH ,_, go_VB back_RB \"_\'\' and_CC managed_VBD get_VB back_RB somehow_RB','',negative
o__UH,'',neutral
'so_RB in_IN there_RB were_VBD where_WRB were_VBD kinda_RB unsure_JJ ,_, but_CC was_VBD still_RB happy_JJ for_IN of_IN hope_VBP','',positive
'odd_JJ though_RB ,_, as_IN do_VBP not_RB usually_RB care_VB for_IN dressy_JJ','',positive
'but_CC hey_UH','',neutral
'totally_RB did_VBD not_RB want_VBP wake_VB up_RP ,_, can_MD say_VB','',neutral
'so_UH yeah_UH ,_, just_RB had_VBD share_VB','',neutral
;_:,'',neutral
',_, and_CC else_RB while_IN was_VBD doing_VBG','',neutral
wtf_UH,'',negative
'finally_RB reading_VBG amazing_JJ of_IN &_CC','',positive
'got_VBD for_IN','',neutral
'not_RB very_RB far_RB along_IN but_CC quite_RB enjoying_VBG','',positive
'in_IN at_IN hot_JJ and_CC should_MD be_VB awesome_JJ but_CC did_VBD not_RB sleep_VB little_JJ last_JJ','',positive
'seriously_RB took_VBD fall_VB asleep_RB for_IN like_IN then_IN in_IN between_IN of_IN little_JJ','',neutral
'do_VBP not_RB want_VBP go_VB on_IN or_CC at_IN','',neutral
'think_VBP and_CC of_IN attending_VBG is_VBZ worth_JJ seeing_VBG again_RB','',negative
'could_MD have_VB danced_VBN with_IN','',neutral
'miss_VBP so_RB much_RB','',negative
've_VBP never_RB missed_VBD so_RB much_RB as_IN','',negative
'sitting_VBG here_RB in_IN and_CC crying_VBG and_CC very_RB embarassing_JJ but_CC can_MD not_RB help_VB because_IN just_RB want_VBP and_CC run_VB away_RB and_CC want_VBP hold_VB for_IN whole_JJ and_CC rock_VB sleep_VB','',negative
'just_RB have_VB imagine_VB or_CC up_RP for_IN now_RB','',neutral
'want_VBP go_VB','',neutral
miss_VBP,'',negative
'well_UH finishing_VBG up_RP first_JJ at_IN ,_, really_RB awesome_JJ','',positive
'schedule_VBP for_IN is_VBZ like_IN prep_JJ not_RB exactly_RB sure_JJ what_WP is_VBZ but_CC work_VBP whole_JJ there_RB','',neutral
'get_VBP after_IN too_RB and_CC can_MD eat_VB is_VBZ awesome_JJ','',positive
'got_VBD on_IN','',neutral
'messed_VBD up_RP in_IN which_WDT sucks_VBZ','',negative
'oh_UH well_UH too_RB too_RB bad_JJ but_CC making_VBG nervous_JJ','',negative
'truly_RB horrifying_JJ of_IN at_IN of_IN','',negative
'well_UH ,_, not_RB so_RB much_RB ,_, but_CC really_RB rather_RB amusing_JJ','',positive
'just_RB stood_VB there_RB in_IN','',positive
'various_JJ on_IN are_VBP stacked_VBN about_IN ,_, waiting_VBG be_VB used_VBN for_IN','',neutral
've_VBP left_VBD of_IN on_IN ,_, having_VBG just_RB finished_VBD and_CC','',neutral
',_, ,_, \"_\'\' love_VB \"_\'\'','',neutral
'','',neutral
'slight_JJ parallel_JJ find_VBP amusing_JJ :_: played_VBD in_IN last_JJ ,_, just_RB as_IN am_VBP playing_VBG in_IN','',positive
'n_CC is_VBZ really_RB fun_JJ ,_, liking_VBG','',positive
of_IN,'',neutral
'and_CC by_IN','',neutral
awesome_JJ,'',positive
'had_VBD bought_VBD with_IN on_IN','',neutral
'spent_VBD of_IN on_IN last_JJ in_IN early_RB am_VBP','',neutral
'spoke_VBD with_IN ,_, and_CC feel_VBP is_VBZ real_JJ','',neutral
heh_UH,'',neutral
'in_IN of_IN ,_, say_VBP that_IN are_VBP wrong_JJ ,_, is_VBZ ,_, and_CC are_VBP','',neutral
'','',neutral
'actually_RB ,_, think_VBP dropped_VBD in_IN bottomless_JJ last_JJ','',neutral
'so_IN and_CC went_VBD go_VB','',neutral
'broke_VBD like_IN whoa_UH ,_, but_CC still_RB working_VBG','',neutral
've_VBP been_VBN talking_VBG on_IN almost_RB daily_RB ,_, and_CC re_VBP very_RB excited_JJ see_VB little_JJ growing_VBG inside_IN of_IN','',positive
'would_MD be_VB so_RB awesome_JJ','',positive
in_IN,'',positive
'have_VBP not_RB even_RB seen_VBN in_IN and_CC have_VB in_IN too_RB much_RB wrap_VB around_IN little_JJ','',positive
'missing_VBG in_IN with_IN ,_, and_CC sad_JJ that_IN had_VBD leave_VB early_RB','',negative
miss_VBP,'',negative
'other_JJ than_IN of_IN still_RB trying_VBG move_VB upstairs_RB ,_, and_CC looks_VBZ like_IN will_MD be_VB','',neutral
'hope_VBP is_VBZ well_RB in_IN','',neutral
'can_MD honestly_RB say_VB of_IN live_VBP in_IN changed_VBD while_IN in_IN','',neutral
'remember_VBP being_VBG so_RB impressed_VBN ,_, with_IN of_IN other_JJ in_IN ,_, and_CC had_VBD withen_IN own_JJ ,_, regardless_RB of_IN of_IN','',neutral
'which_WDT was_VBD such_JJ when_WRB compared_VBN small_JJ belonged_VBD','',neutral
'began_VBD help_VB serve_VB at_IN local_JJ &_CC ,_, for_IN at_IN ,_, for_IN other_JJ','',neutral
'remember_VBP doing_VBG endless_JJ for_IN almost_RB did_VBD','',neutral
'see_VB ,_, whole_JJ that_IN was_VBD trying_VBG develop_VB own_JJ ,_, attending_VBG with_IN other_JJ ,_, and_CC did_VBD with_IN own_JJ','',neutral
'and_CC sadly_RB','',negative
'has_VBZ been_VBN given_VBN in_IN','',neutral
'simply_RB by_IN just_RB listening_VBG speak_VBP ,_, and_CC more_RBR often_RB just_RB being_VBG in_IN has_VBZ been_VBN known_VBN have_VB is_VBZ looking_VBG for_IN just_RB on_IN','',neutral
'was_VBD too_RB much_JJ for_IN carry_VB ,_, own_JJ plus_IN elses_VBZ','',negative
'and_CC then_RB happened_VBD','',neutral
'','',neutral
'is_VBZ first_JJ in_IN','',neutral
'now_RB and_CC then_RB','',neutral
'get_VBP of_IN real_JJ loud_JJ and_CC makes_VBZ jump_VBP','',positive
'is_VBZ afraid_JJ','',negative
'hope_VBP that_IN can_MD learn_VB play_VB well_RB and_CC really_RB do_VBP hope_VBP is_VBZ enjoying_VBG','',positive
'is_VBZ may_MD cause_IN of_IN','',negative
'as_IN long_RB as_IN is_VBZ happy_JJ','',positive
'perhaps_RB nice_JJ hot_JJ and_CC of_IN would_MD help_VB','',neutral
'decided_VBD go_VB work_VB','',neutral
but_CC,'',neutral
'was_VBD of_IN fun_JJ','',positive
'was_VBD friggen_JJ','',positive
',_, ,_, and_CC trying_VBG catch_VB damn_JJ','',positive
'did_VBD not_RB catch_VB by_IN by_IN imagine_VB :_: taking_VBG off_IN of_IN with_IN while_IN \"_\'\' just_RB wanna_VBP have_VB fun_JJ \"_\'\' in_IN','',positive
'went_VBD shooting_VBG in_IN regular_JJ out_RP in_IN behind_IN','',neutral
'look_VB at_IN','',neutral
'add_VB and_CC and_CC through_IN and_CC real_JJ','',positive
'is_VBZ leaving_VBG for_IN again_RB and_CC ,_, well_UH ,_, know_VBP how_WRB goes_VBZ','',neutral
'as_IN put_VB ,_, not_RB like_IN where_WRB of_IN will_MD die_VB ,_, so_RB really_RB put_VB into_IN for_IN know_VBP will_MD be_VB safe_JJ and_CC come_VB in_IN ,_, but_CC scary_JJ thought_VBD still_RB kinda_RB lingers_VBZ in_IN of_IN','',negative
'hates_VBZ ,_, ,_, talks_VBZ behind_IN backs_VBZ ,_, and_CC treats_VBZ like_IN','',negative
'truly_RB wants_VBZ murder_VB ,_, and_CC then_RB gets_VBZ pissed_VBN off_RP when_WRB do_VBP not_RB agree_VB with_IN','',negative
ugh_UH,'',negative
'ya_UH ,_, say_VB up_RP','',negative
'😃_EMO was_VBD perfect_JJ crappy_JJ',😃,negative
'well_UH know_VBP','',neutral
'basically_RB ,_, just_RB want_VBP focus_VB on_IN staying_VBG busy_JJ and_CC staying_VBG happy_JJ','',positive
'so_RB ,_, if_IN would_MD like_VB contribute_VB \"_\'\' make_VB smile_VBP \"_\'\' \"_\'\' ,_, let\'s_VBZ','',positive
'after_IN went_VBD and_CC got_VBD ready_JJ go_VB','',neutral
'rode_VBD on_IN w/_IN and_CC','',neutral
'was_VBD sooo_RB fun_JJ','',positive
lol_UH,'',positive
'hehehehhe_UH 😉_EMO neeeways_UH',😉,positive
'after_IN went_VBD and_CC walked_VBD around_IN','',neutral
'😃_EMO at_IN',😃,neutral
'were_VBD totally_RB awesome_JJ','',positive
lol_UH,'',positive
'won_VBD by_IN several_JJ of_IN','',positive
yay_UH,'',positive
lol_UH,'',positive
'after_IN went_VBD where_WRB had_VBD best_JJS of_IN','',positive
'was_VBD so_RB awesome_JJ','',positive
'cant_MD even_RB explain_VB in_IN how_WRB much_JJ fun_JJ had_VBD','',positive
'😉_EMO hehehehe_UH',😉,positive
'can_MD honestly_RB say_VB was_VBD best_JJS ever_RB','',positive
'soooo_RB sad_JJ b/c_IN was_VBD last_JJ','',negative
'at_IN least_JJS had_VBD','',positive
lol_UH,'',positive
'but_CC yea_UH','',neutral
'dont_VBP know_VB what_WP else_RB say_VB except_IN that_IN love_VBP spending_VBG w/_IN','',positive
'😃_EMO *_UH sighs_UH *_UH lol_UH',😃,positive
'and_CC hanging_VBG out_RP w/_IN and_CC was_VBD totally_RB awesome_JJ 2_RB','',positive
love_VBP,'',positive
'broadcasting_VBG from_IN','',neutral
'exciting_JJ ,_,','',positive
'so_RB ,_,','',neutral
'where_WRB did_VBD leave_VBP off_RP','',neutral
'will_MD start_VB with_IN little_JJ about_IN how_WRB small_JJ really_RB is_VBZ so_UH was_VBD going_VBG work_VB ,_, headed_VBN of_IN around_IN pick_VB up_RP for_IN ,_, and_CC then_RB bring_VB back_RB where_WRB starts_VBZ','',neutral
'as_IN was_VBD preparing_VBG leave_VB ,_, over_IN at_IN yelled_VBD out_RP for_IN wait_VB ,_, approached_VBD and_CC said_VBD hello_UH','',neutral
'so_IN just_RB took_VBD with_IN and_CC came_VBD on_IN','',neutral
'had_VBD great_JJ catching_VBG up_RP ,_, and_CC went_VBD out_RP together_RB as_IN well_RB','',positive
'but_CC certainly_RB strange_JJ how_WRB randomly_RB run_VB in_IN have_VBP not_RB seen_VBN in_IN ,_, in_IN little_JJ in_IN','',positive
fun_JJ,'',positive
'and_CC was_VBD by_IN far_RB best_JJS play_VB have_VBP ever_RB seen_VBN','',positive
'was_VBD also_RB incredibly_RB simple_JJ ,_, cutting_VBG normally_RB huge_JJ down_IN only_RB','',positive
'like_IN remind_VB why_WRB ve_VBP chosen_VBN as_IN','',neutral
'was_VBD lucky_JJ enough_RB be_VB able_JJ stay_VB with_IN cut_VB down_RP on_IN ,_, and_CC see_VB different_JJ of_IN','',positive
'was_VBD sooooo_RB much_JJ fun_JJ','',positive
'saw_VBD most_JJS of_IN major_JJ on_IN own_JJ ,_, and_CC went_VBD almost_RB was_VBD there_RB','',neutral
was_VBD,'',negative
horrible_JJ,'',negative
'horribly_RB acted_VBN ,_, horribly_RB directed_VBN ,_, weak_JJ','',negative
'and_CC long_JJ','',negative
of_IN,'',negative
'wanted_VBD leave_VB at_IN ,_, but_CC was_VBD really_RB enjoying_VBG should_MD have_VB been_VBN so_IN stayed_VBD','',positive
'guess_VBP good_JJ took_VBD from_IN was_VBD that_IN know_VBP now_RB that_IN are_VBP just_RB as_RB capable_JJ as_IN are_VBP of_IN producing_VBG really_RB awful_JJ','',negative
'while_IN in_IN also_RB saw_VBD at_IN','',neutral
'now_RB was_VBD amazing_JJ','',positive
'were_VBD incredible_JJ ,_, and_CC of_IN was_VBD played_VBN by_IN ,_, from_IN fresh_JJ of_IN','',positive
'in_IN was_VBD hilarious_JJ ,_, and_CC made_VBD love_VBP even_RB more_RBR','',positive
'also_RB saw_VBD for_IN first_JJ ,_, and_CC was_VBD fun_JJ','',positive
loved_VBD,'',positive
'loved_VBD free_JJ','',positive
especially_RB,'',neutral
'soooo_RB many_JJ ,_, including_VBG in_IN of_IN that_WDT had_VBD conspicuous_JJ communist_JJ','',neutral
'now_RB maybe_RB was_VBD just_RB reading_VBG too_RB much_RB into_IN ,_, or_CC maybe_RB had_VBD spent_VBN too_RB much_JJ in_IN eastern_JJ talking_VBG about_IN','',neutral
'and_CC funniest_JJS ,_, said_VBD were_VBD donated_VBN by_IN','',positive
curious_JJ,'',positive
'next_JJ in_IN ,_, watch_VB out_RP for_IN','',neutral
'now_RB have_VBP make_VB :_: before_IN began_VBD had_VBD actually_RB never_RB seen_VBN entire_JJ from_IN finish_VB','',neutral
'of_IN would_MD change_VB from_IN ,_, for_IN there_RB was_VBD where_WRB had_VBD over_IN in_IN ,_, leading_VBG up_IN dramatic_JJ at_IN of_IN','',positive
'then_RB there_RB were_VBD ,_, everywhere_RB ,_, singing-clapping-dancing-taking_VBG ,_, and_CC of_IN pale_JJ and_CC pasty_JJ with_IN cock-eyed_JJ and_CC drinking_VBG','',positive
'of_IN fun_JJ','',positive
'did_VBD not_RB have_VB of_IN ,_, but_CC of_IN would_MD always_RB go_VB or_CC of_IN that_IN was_VBD playing_VBG watch_VB','',neutral
'so_RB french_JJ for_IN ,_, when_WRB played_VBD ,_, drank_VB with_IN passionate_JJ ,_, was_VBD colorful_JJ and_CC hilarious_JJ take_VB without_IN fighting_VBG','',positive
'interesting_JJ was_VBD latent_JJ that_IN emerged_VBD during_IN','',positive
'now_RB explaining_VBG :_: before_IN began_VBD ,_, if_IN waved_VBD german_JJ in_IN ,_, would_MD probably_RB be_VB called_VBN nazi_JJ and_CC at_IN very_RB least_RB labeled_VBD as_IN radical_JJ right_RB','',neutral
'and_CC for_IN what_WP worth_JJ agree_VBP with_IN ,_, makes_VBZ nervous_JJ too_RB','',negative
so_UH,'',neutral
'were_VBD genuinely_RB excited_JJ about_IN supporting_VBG national_JJ ,_, and_CC taking_VBG in_IN','',positive
'now_RB newfound_JJ certainly_RB was_VBD not_RB shared_VBN by_IN','',positive
'and_CC of_IN no_UH can_MD laboriously_RB dissect_VB better_JJR than_IN','',neutral
'in_IN had_VBD also_RB been_VBN at_IN lead_VB of_IN ,_, which_WDT started_VBD at_IN of_IN','',neutral
'given_VBD dark_JJ of_IN such_JJ can_MD well_RB imagine_VB of_IN ,_, and_CC trying_VBG put_VB into_IN of_IN historical_JJ','',neutral
'after_IN of_IN beautiful_JJ and_CC great_JJ ,_, traveled_VBD with_IN good_JJ australian_JJ in_IN','',positive
'was_VBD good_JJ of_IN from_IN ,_, ,_, was_VBD playing_VBG in_IN at_IN there_RB','',neutral
'now_RB was_VBD ridiculous_JJ of_IN fun_JJ','',positive
'is_VBZ sweaty_JJ ,_, dirty_JJ ,_, polluted_JJ','',negative
'take_VB of_IN ,_, and_CC add_VB :_: everywhere_RB ,_, in_IN ,_, cooled_VBD by_IN wall-mounted_JJ ,_, a.k.a._UH','',neutral
'now_RB imagine_VB from_IN of_IN pitter_JJ pattering_VBG on_IN as_IN stroll_VBP down_IN','',negative
'now_RB add_VB of_IN poorly_RB placed_VBD ancient_JJ','',neutral
'and_CC really_RB is_VBZ lovely_JJ ,_, in_IN own_JJ','',positive
'but_CC back_RB back_RB was_VBD more_RBR than_IN enough_RB','',neutral
'now_RB was_VBD really_RB amazing_JJ','',positive
'took_VBD about_IN get_VB out_RP there_RB ,_, and_CC then_IN climbed_VBD around_IN and_CC played_VBD on_IN for_IN about_IN ,_, taking_VBG of_IN magnificent_JJ old_JJ that_IN is_VBZ literally_RB clinging_VBG','',neutral
'and_CC then_IN watched_VBD in_IN with_IN other_JJ as_IN went_VBD down_RP in_IN of_IN ,_, over_IN','',positive
'is_VBZ so_RB amazing_JJ in_IN ,_, feels_VBZ like_IN could_MD really_RB reach_VB up_RP and_CC touch_VB ,_, so_RB close_JJ','',positive
'just_RB fyi_UH','',neutral
'not_RB bad_JJ','',neutral
'was_VBD amazing_JJ','',positive
'saw_VBD of_IN ,_, and_CC were_VBD treated_VBN incredibly_RB well_RB by_IN at_IN','',positive
'stayed_VBD in_IN tiny_JJ called_VBD ,_, and_CC brought_VBD incredible_JJ new_JJ','',positive
'did_VBD could_MD make_VB feel_VBP welcome_JJ ,_, from_IN putting_VBG up_RP in_IN beautiful_JJ ,_, refusing_VBG let_VB pay_VBP for_IN ,_, and_CC making_VBG sure_JJ that_IN on_IN was_VBD as_IN enchanting_JJ as_IN always_RB make_VB out_RP be_VB','',positive
'will_MD go_VB somewhere_RB special_JJ','',neutral
'next_JJ ,_, last_JJ of_IN ,_, piled_VBD into_IN ,_, and_CC took_VBD off_RP that_IN will_MD henceforth_RB be_VB labeling_VBG','',neutral
'imagine_VBP most_JJS incredible_JJ ,_, shaped_VBD ,_, with_IN unimaginably_RB blue_JJ ,_, and_CC giant_JJ underneath_IN ,_, of_IN long_JJ and_CC wide_JJ ,_, adding_VBG','',positive
'had_VBD brought_VBN along_IN of_IN fresh_JJ and_CC broke_VBD fast_JJ on_IN overlooking_IN whole_JJ gorgeous_JJ','',neutral
'was_VBD really_RB interesting_JJ staying_VBG with_IN in_IN little_JJ ,_, and_CC getting_VBG experience_VB of_IN what_WP was_VBD about_IN','',positive
'oh_UH and_CC is_VBZ incredible_JJ','',positive
'but_CC not_RB feta_JJ','',neutral
'has_VBZ do_VB with_IN','',neutral
'really_RB of_IN that_IN in_IN of_IN and_CC technical_JJ ,_, are_VBP still_RB fascinated_JJ by_IN thousand_JJ year-old_JJ of_IN','',positive
'after_IN returning_VBG from_IN last_JJ few_JJ in_IN passed_VBD very_RB quickly_RB','',neutral
'flew_VBD by_IN and_CC before_IN knew_VBD ,_, was_VBD at_IN and_CC was_VBD graced_VBN by_IN best_JJS ,_, who_WP had_VBD come_VB for_IN last_JJ','',neutral
'so_UH spent_VBD next_JJ in_IN of_IN working_VBG final_JJ ,_, partying_VBG ,_, and_CC showing_VBG that_IN had_VBD come_VB love_VB so_RB much_RB over_IN last_JJ','',positive
'say_VBP or_CC is_VBZ expensive_JJ ;_:','',neutral
'but_CC did_VBD not_RB let_VB discourage_VB','',neutral
'had_VBD in_IN','',positive
'went_VBD on_IN ,_, went_VBD located_VBN in_IN old_JJ ,_, very_RB cool_JJ ,_, and_CC had_VBD good_JJ relaxing_VBG and_CC enjoying_VBG amazing_JJ','',positive
