@relation training_data

@attribute text string
@attribute emojis string
@attribute emotion {positive,neutral,negative}

@data
'yet_RB you_PRP know_VBP things_NNS about_IN them_PRP that_DT not_RB even_RB their_PRP$ parents_NNS know_VBP ,_, and_CC it_PRP does_VBZ not_RB matter_NN','',neutral
'they_PRP do_VBP not_RB care_VB how_WRB pretty_RB you_PRP are_VBP or_CC what_WP clothes_NNS you_PRP wear_VBP','',neutral
'they_PRP are_VBP amazing_JJ','',positive
'and_CC i_PRP love_VBP them_PRP','',positive
'my_PRP$ life_NN is_VBZ falling_VBG apart_RB and_CC i_PRP do_VBP not_RB mean_VB online_NN','',negative
'i\'m_PRP becoming_VBG a_DT broken_JJ toy_NN and_CC now_RB that_IN i_PRP have_VBP had_VBD twelve_CD (_-LRB- i_PRP counted_VBD )_-RRB- vials_NNS of_IN blood_NN drawn_VBN ,_, i_PRP just_RB feel_VB like_IN i\'m_PRP compltely_RB useless_JJ','',negative
'i_PRP started_VBD callin_VBG myself_PRP aki-sama_NNP xd_UH it\'s_PRP fun_JJ','',positive
'i_PRP want_VBP to_TO get_VB to_TO know_VB him_PRP and_CC know_VB more_RBR about_IN him_PRP','',neutral
'the_DT charlotte_NNP observer_NNP featured_VBD this_DT article_NN about_IN deep-fried_JJ coke_NNP a_DT few_JJ days_NNS ago_RB ,_, which_WDT is_VBZ appaling_JJ enough_RB by_IN itself_PRP','',negative
'(_-LRB- speaking_VBG of_IN deep-fried_JJ shit_NN ,_, did_VBD you_PRP know_VBP there_EX was_VBD a_DT town_NN in_IN texas_NNP where_WRB they_PRP take_VBP a_DT snickers_NNP bar_NN ,_, wrap_VB it_PRP in_IN bacon_NN ,_, and_CC then_RB deep-fry_JJ it_PRP ?_.','',negative
'how_WRB awesome_JJ is_VBZ this_DT country_NN','',positive
'had_VBD a_DT lovely_JJ birthday_NN yesterday_NN with_IN alex_NNP and_CC christine_NNP','',positive
'been_VBN seeing_VBG so_RB many_JJ good_JJ friends_NNS and_CC refilling_VBG my_PRP$ cell-phone_NN contacts_NNS','',positive
'visiting_VBG bard_NNP was_VBD like_IN a_DT warm_JJ blanket_NN','',positive
'earlham_NNP is_VBZ also_RB making_VBG me_PRP feel_VBP more_RBR happy_JJ than_IN i_PRP feel_VBP at_IN home_NN','',positive
'oh_UH and_CC also_RB ,_, i\'m_PRP listening_VBG to_TO an_DT audio_NN book_NN of_IN \"_\'\' the_NNP time-traveler\'s_NNP wife_NNP \"_\'\' and_CC loving_VBG it_PRP','',positive
'octoberfest_NNP was_VBD awesome_JJ','',positive
'hellhammer_NNP did_VBD a_DT lot_NN of_IN family_NN time_NN this_DT event_NN','',neutral
'well_UH ,_, sort_NN of_IN','',neutral
'the_DT speed_NN was_VBD pretty_RB fast_RB ,_, but_CC i_PRP was_VBD too_RB fast_JJ for_IN him_PRP ,_, and_CC had_VBD it_PRP blocked_VBD easy_JJ','',neutral
'all_DT i_PRP know_VBP was_VBD stuff_NN is_VBZ moving_VBG ,_, do_VBP this_DT','',neutral
'i_PRP made_VBD 23\%_CD of_IN what_WP i_PRP sold_VBD last_JJ night_NN','',neutral
'i_PRP also_RB got_VBD a_DT ton_NN of_IN compliments_NNS including_VBG from_IN a_DT couple_NN of_IN strippers_NNS that_IN were_VBD not_RB even_RB mine_NN','',positive
'this_DT is_VBZ how_WRB most_JJS friday_NNP and_CC saturday_NNP nights_NNS go_VBP','',neutral
'what_WP a_DT ridiculously_RB awesome_JJ time_NN i_PRP had_VBD yesterday_NN','',positive
'it_PRP must_MD have_VB been_VBN all_DT your_PRP$ good_JJ lucks_NNS and_CC have_VB funs_NNS that_DT did_VBD it_PRP','',positive
'and_CC mr._NNP dude_NNP has_VBZ agreed_VBN to_TO let_VB me_PRP take_VBP some_DT photos_NNS of_IN him_PRP','',neutral
'really_RB starting_VBG to_TO lose_VB it_PRP','',negative
'last_JJ night_NN i_PRP watched_VBD ricou_NNP browning\'s_NNP bleak_JJ exploit_NN actioner_NN mr._NNP no_NNP legs_NNP on_IN my_PRP$ laptop_NN while_IN watching_VBG g.h._NNP clouzot\'s_VBZ terse_JJ ,_, relentless_JJ the_DT wages_NNS of_IN fear_NN on_IN the_DT plasma_NN','',neutral
'to_TO pencil_NN in_IN those_DT few_JJ vacant_JJ nanosecs_NNS i_PRP read_VBD dennis_NNP perrin\'s_NNP mr._NNP mike_NNP :_: the_DT life_NN and_CC work_NNP of_IN michael_NNP o_NNP donoghue_NNP','',neutral
'my_PRP$ head_NN is_VBZ a_DT wmd_NN ,_, and_CC my_PRP$ hard_JJ drive_NN is_VBZ naught_RB but_CC night_NN soil_NN','',neutral
'sadness_NN dept_NN :_: just_RB heard_VBD on_IN npr_NNP that_DT gillo_NNP pontecorvo_NNP died_VBD','',negative
'click_NN here_RB for_IN the_DT new_NNP york_NNP times_NNP obit_NN','',neutral
'(_-LRB- i_PRP screened_VBD it_PRP at_IN vsu_NNP in_IN 04_CD for_IN my_PRP$ faculty_NN advisors_NNS and_CC they_PRP seemed_VBD fairly_RB stunned_VBN by_IN it_PRP','',positive
'strange_JJ ._.','',positive
burn_VB,'',neutral
'ogro_NNP is_VBZ a_DT franco-era_NNP policier_NNP and_CC all_DT the_DT more_RBR grim_JJ for_IN its_PRP muted_VBD tone_NN and_CC washed-out_JJ palette_NN','',negative
'get_VB em_PRP and_CC watch_VB alongside_IN click_NN ,_, or_CC new_JJ york_NNP minute_NNP','',neutral
'here_RB is_VBZ a_DT recent_JJ interview_NN of_IN abhishek_NNP bachchan_NNP and_CC the_DT man_NN talks_VBZ about_IN his_PRP$ latest_JJ career_NN developments_NNS ,_, his_PRP$ dad_NN and_CC of_IN course_NN the_DT remake_NN sholay_NNP :_: some_DT excerpts_NNS from_IN the_DT msn_NNP site_NN','',neutral
'\"_\'\' the_NNP most_JJS wonderful_JJ gift_NN that_DT dad_NN got_VBD this_DT birthday_NN was_VBD the_DT love_NN ofamitabh-abhishek09_NN ._. jpg_VB his_PRP$ fans_NNS that_IN he_PRP gets_VBZ every_DT year_NN','',positive
'but_CC the_DT legion_NNP of_NNP honour_NNP comes_VBZ a_DT close_JJ second_JJ ._.','',neutral
'\"_\'\' what_WP a_DT fabulous_JJ gift_NN for_IN dad_NN on_IN his_PRP$ birthday_NN','',positive
'its_PRP fantastic_JJ','',positive
'well_UH ,_, great_JJ','',positive
'it_PRP just_RB shows_NNS that_IN indian_NNP cinema_NN is_VBZ making_VBG inroads_NNS into_IN the_DT west_NNP','',neutral
'and_CC they_PRP are_VBP doing_VBG precisely_RB that_DT ._. &_CC quot_VBP','',neutral
'we_PRP as_IN a_DT family_NN are_VBP truly_RB honoured_VBN','',positive
'its_PRP a_DT matter_NN of_IN pride_NN for_IN every_DT indian_NNP when_WRB a_DT recognition_NN like_IN this_DT comes_VBZ to_TO dad_NN from_IN a_DT cinema-savvy_NN country_NN like_IN france_NNP ._.','',positive
'\"_\'\' i_PRP think_VBP its_PRP a_DT wonderful_JJ idea_NN to_TO remake_VB sholay_NNP','',positive
'every_DT filmmaker_NN has_VBZ the_DT creative_JJ right_RB to_TO carry_VB his_PRP$ vision_NN into_IN whatever_DT area_NN he_PRP chooses_VBZ','',neutral
'\"_\'\' therell_NNP always_RB be_VB naysayers_NNS','',neutral
'all_DT i_PRP can_MD say_VB is_VBZ ,_, knowing_VBG ramus_NNP abilities_NNS from_IN close_JJ quarters_NNS im_PRP pretty_RB sure_JJ even_RB ramesh_NNP uncle_NN will_MD be_VB very_RB proud_JJ of_IN the_DT film_NN ramu_NN makes_VBZ ._.','',positive
'the_DT show_NN is_VBZ coming_VBG together_RB awesome_JJ','',positive
'it_PRP will_MD also_RB be_VB very_RB technical_JJ as_IN we_PRP work_NN out_RP kinks_NNS in_IN the_DT show_NN with_IN props_NNS and_CC lighting_NN','',neutral
'i_PRP stand_VBP by_IN what_WP i_PRP said_VBD in_IN that_DT i_PRP do_VBP not_RB know_VB if_IN i\'m_PRP going_VBG to_TO be_VB filming_VBG ever_RB again_RB','',neutral
'but_CC the_DT rest_NN of_IN it_PRP came_VBD across_IN as_IN a_DT really_RB angry_JJ ,_, drunken_JJ rant_NN','',negative
'i_PRP do_VBP not_RB know_VB when_WRB or_CC if_IN i_PRP will_MD end_VB up_RP seeing_VBG anyone_NN again_RB but_CC please_UH know_VB that_IN i_PRP can_MD understand_VB if_IN you_PRP do_VBP not_RB want_VBP to_TO see_VB me_PRP again_RB','',neutral
'if_IN anyone_NN wants_VBZ to_TO give_VB me_PRP a_DT call_NN i\'d_PRP be_VB more_RBR than_IN happy_JJ to_TO answer_VB it_PRP','',positive
'hey_UH all_DT !_.','',neutral
lol_UH,'',positive
'my_PRP$ howland_NNP friend_NN alyssa_NNP came_VBD with_IN me_PRP and_CC we_PRP danced_VBD the_DT night_NN away_RB ._. most_JJS of_IN my_PRP$ friends_NNS went_VBD which_WDT was_VBD awsome_JJ','',positive
'there_EX was_VBD only_RB a_DT few_JJ of_IN us_PRP single_JJ people_NNS there_RB but_CC it_PRP was_VBD cool_JJ','',positive
'which_WDT is_VBZ one_CD of_IN the_DT slow_JJ songs_NNS i_PRP got_VBD to_TO dance_VB with_IN one_CD of_IN my_PRP$ friends_NNS nick_NNP who_WP graduated_VBD mathews_NNP last_JJ year_NN ._. hes_PRP awsome_JJ we_PRP danced_VBD alot_RB together_RB !_. luvs_VBZ','',positive
'it_PRP was_VBD really_RB cold_JJ tho_RB','',neutral
'the_DT dance_NN was_VBD awsome_JJ ._. the_DT music_NN was_VBD really_RB cool_JJ','',positive
'too_RB much_RB rap_NN and_CC not_RB enough_RB rock_VB for_IN my_PRP$ taste_NN but_CC it_PRP was_VBD all_DT good_JJ i_PRP was_VBD just_RB happy_JJ getting_VBG out_RP on_IN the_DT dance_NN floor_NN and_CC getting_VBG my_PRP$ groove_NN on_IN ._. lol_UH','',positive
'i_PRP also_RB got_VBD to_TO see_VB some_DT howland_NNP people_NNS i_PRP once_RB knew_VBD (_-LRB- drew_NNP was_VBD one_CD )_-RRB- that_DT was_VBD pretty_RB cool_JJ','',positive
'haha_UH we_PRP did_VBD the_DT cha_NNP cha_NNP slide_NN and_CC we_PRP were_VBD all_DT so_RB close_JJ together_RB','',positive
'they_PRP need_VBP a_DT bigger_JJR dance_NN floor_NN lmao_UH','',neutral
'i_PRP just_RB loved_VBD last_JJ night_NN !_.','',positive
ha_UH,'',positive
'then_IN lyssa_NNP ,_, me_PRP ,_, matt_NNP ,_, and_CC kayla_NNP could_MD not_RB find_VB someplace_RB good_JJ to_TO eat_VB that_DT was_VBD open_JJ 1_CD in_IN the_DT morning_NN so_IN we_PRP all_DT went_VBD in_IN to_TO giant_JJ eagle_NN and_CC bought_VBD junk_NN food_NN haha_UH','',positive
'we_PRP were_VBD all_DT in_IN our_PRP$ homecoming_NN dresses_NNS still_RB','',neutral
'it_PRP was_VBD ammusing_JJ ._. hehehe_UH ._. but_CC yea_UH overall_UH i_PRP have_VBP not_RB had_VBD that_DT much_JJ fun_JJ in_IN a_DT very_RB long_JJ time_NN !_.','',positive
'im_PRP done_VBN telling_VBG you_PRP about_IN my_PRP$ wonderful_JJ night_NN lol_UH','',positive
'ill_PRP be_VB puting_VBG pics_NNS up_RP soon_RB','',neutral
'grace_NNP danielle_NNP was_VBD born_VBN wendsday_NNP ,_, october_NNP 11_CD ,_, 2006_CD at_IN 11:48_CD am_NN','',neutral
'i_PRP can_MD not_RB believe_VB she_PRP is_VBZ finally_RB here_RB !_. !_.','',positive
'after_IN the_DT doctor_NN on_IN tuesday_NNP ,_, i_PRP cleaned_VBD house_NN ,_, played_VBD basketball_NN and_CC soccer_NN with_IN levi_NNP ,_, then_RB went_VBD to_TO amanda\'s_DT to_TO sit_VB and_CC talk_VB with_IN her_PRP while_IN she_PRP moved_VBD in_IN','',neutral
'except_IN she_PRP dose_NN not_RB look_VB a_DT thing_NN like_IN me_PRP ._. everyone_NN seems_VBZ to_TO think_VB she_PRP has_VBZ alot_NN of_IN daniel_NNP in_IN her_PRP','',neutral
'😃_EMO levi_NNP is_VBZ really_RB exciting_JJ to_TO be_VB a_DT big_JJ brother_NN ,_, he_PRP thinks_VBZ she_PRP is_VBZ sooooo_RB cool_JJ',😃,positive
'i_PRP will_MD be_VB putting_VBG more_RBR pictures_NNS up_RP probably_RB sometime_RB this_DT week_NN so_RB keep_VB your_PRP$ eye_NN out_RP for_IN the_DT amazing_JJ grace_NNP !_. !_.','',neutral
'i_PRP go_VBP to_TO archbishop_NNP ryan_NNP high_JJ school_NN','',neutral
'i_PRP want_VBP to_TO go_VB to_TO ccp_NNP when_WRB i_PRP graduate_VBP and_CC take_VB up_RP a_DT career_NN in_IN either_DT nursing_NN or_CC ultrasound_NN technician_NN','',neutral
'my_PRP$ life_NN on_IN the_DT weekdays_NNS is_VBZ tae_NNP kwon_NNP do_VBP its_PRP what_WP i_PRP was_VBD born_VBN to_TO do_VB i_PRP love_VBP i_PRP there_RB i_PRP love_VBP to_TO teach_VB people_NNS who_WP want_VBP to_TO be_VB taught_VBN','',positive
'everyone_NN there_RB is_VBZ amazing_JJ its_PRP like_IN my_PRP$ second_JJ home_NN','',positive
'thats_DT about_IN it_PRP if_IN you_PRP want_VBP to_TO know_VB anything_NN else_RB about_IN me_PRP just_RB let_VB me_PRP know_VBP','',neutral
'luckily_RB we_PRP won_VBD that_DT one_CD','',positive
'then_IN yesterday_NN ,_, the_DT tournament_NN in_IN ajax_NNP','',neutral
'it_PRP was_VBD pertty_RB goood_JJ','',positive
'annnd_CC this_DT morning_NN we_PRP beat_VBP gl_NN roberts_NNP','',neutral
'overall_NNP it_PRP was_VBD a_DT pretty_RB good_JJ tournament_NN','',positive
'and_CC about_IN me_PRP i_PRP guess_VBP','',neutral
'i\'m_PRP always_RB happy_JJ with_IN those_DT','',positive
'had_VBD a_DT good_JJ chill_NN time_NN with_IN team_NN at_IN dever\'s_NNP house_NN','',positive
'his_PRP$ dog_NN was_VBD sooo_RB cute_JJ','',neutral
heh_UH,'',positive
anyway_RB,'',neutral
'i_PRP do_VBP not_RB know_VB why_WRB','',neutral
'however_RB i_PRP do_VBP miss_VB volleyball_NN','',negative
'photobucket_NNP -_: video_NN and_CC image_NN hostin_VBG','',neutral
'even_RB it_PRP maybe_RB means_VBZ i_PRP will_MD not_RB see_VB you_PRP screen_NN again_RB','',neutral
'so_UH i_PRP went_VBD to_TO spend_VB the_DT night_NN at_IN irvine\'s_NNP eye_NNP patch\'s_NNP place_NN','',neutral
'i_PRP woke_VBD up_RP once_RB during_IN the_DT dream_NN and_CC was_VBD like_IN ,_, \"_\'\' oh_UH crap_UH ,_, no_UH ,_, go_VB back_RB \"_\'\' and_CC managed_VBD to_TO get_VB back_RB to_TO it_PRP somehow_RB','',negative
o__UH,'',neutral
'so_RB in_IN the_DT dream_NN there_RB were_VBD times_NNS where_WRB we_PRP were_VBD both_DT kinda_RB unsure_JJ ,_, but_CC it_PRP was_VBD still_RB happy_JJ (_-LRB- for_IN the_DT both_NN of_IN us_PRP i_PRP hope_VBP )_-RRB-','',positive
'that\'s_DT odd_JJ though_RB ,_, as_IN i_PRP do_VBP not_RB usually_RB care_VB for_IN dressy_JJ occassions_NNS','',positive
'but_CC hey_UH','',neutral
'i_PRP totally_RB did_VBD not_RB want_VBP to_TO wake_VB up_RP ,_, i_PRP can_MD say_VB that_DT','',neutral
'so_UH yeah_UH ,_, i_PRP just_RB had_VBD to_TO share_VB that_DT','',neutral
';_: __NNP','',neutral
'rd_NNP ,_, sweet_NNP and_CC someone_NN else_RB while_IN that_DT lady_NN was_VBD doing_VBG my_PRP$ hair_NN','',neutral
wtf_UH,'',negative
'i\'m_PRP finally_RB reading_VBG the_DT amazing_JJ adventures_NNS of_IN kavalier_NN &_CC clay_NNP','',positive
'i_PRP got_VBD a_DT copy_NN for_IN my_PRP$ birthday_NN','',neutral
'i\'m_PRP not_RB very_RB far_RB along_IN but_CC i\'m_PRP quite_RB enjoying_VBG it_PRP','',positive
'i\'m_PRP in_IN buena_NNP vista_NNP at_IN these_DT hot_JJ springs_NNS and_CC it_PRP should_MD be_VB awesome_JJ but_CC i_PRP did_VBD not_RB sleep_VB one_CD little_JJ bit_NN last_JJ night_NN','',positive
'it_PRP seriously_RB took_VBD my_PRP$ 4_CD hours_NNS to_TO fall_VB asleep_RB for_IN like_IN one_CD half-hour_NN then_IN 10_CD minutes_NNS in_IN between_IN each_DT of_IN those_DT little_JJ episodes_NNS','',neutral
'i_PRP do_VBP not_RB want_VBP to_TO go_VB on_IN a_DT hike_NN or_CC anything_NN at_IN all_DT','',neutral
'i_PRP think_VBP the_DT pain_NN and_CC awkwardness_NN of_IN attending_VBG your_PRP$ reception_NN is_VBZ worth_JJ seeing_VBG your_PRP$ face_NN again_RB','',negative
'i_PRP could_MD have_VB danced_VBN with_IN you_PRP','',neutral
'i_PRP miss_VBP you_PRP so_RB much_RB','',negative
'i_PRP ve_VBP never_RB missed_VBD anyone_NN so_RB much_RB as_IN you_PRP','',negative
'i\'m_PRP sitting_VBG here_RB in_IN this_DT lobby_NN thing_NN and_CC crying_VBG and_CC it\'s_PRP very_RB embarassing_JJ but_CC i_PRP can_MD not_RB help_VB it_PRP because_IN i_PRP just_RB want_VBP you_PRP and_CC me_PRP to_TO run_VB away_RB and_CC i_PRP want_VBP you_PRP to_TO hold_VB me_PRP for_IN one_CD whole_JJ night_NN and_CC rock_VB me_PRP to_TO sleep_VB','',negative
'all_DT that_DT stuff_NN i_PRP just_RB have_VB to_TO imagine_VB or_CC dream_NN up_RP for_IN now_RB','',neutral
'i_PRP want_VBP to_TO go_VB home_NN','',neutral
'i_PRP miss_VBP you_PRP','',negative
'well_UH im_PRP finishing_VBG up_RP my_PRP$ first_JJ week_NN at_IN jubans_NNP ,_, its_PRP really_RB awesome_JJ','',positive
'they_PRP schedule_VBP me_PRP for_IN pantry_NNP whihc_NNP is_VBZ like_IN aps_NNP salads_NNS prep_JJ helper_NN guy_NN im_PRP not_RB exactly_RB sure_JJ what_WP my_PRP$ job_NN is_VBZ but_CC i_PRP work_VBP the_DT whole_JJ time_NN im_PRP there_RB','',neutral
'we_PRP get_VBP drinks_NNS after_IN work_NN too_RB and_CC the_DT food_NN i_PRP can_MD eat_VB is_VBZ awesome_JJ','',positive
'i_PRP got_VBD a_DT b_NN on_IN my_PRP$ german_NNP lit_NNP test_NNP','',neutral
'messed_VBD up_RP a_DT quiz_NN in_IN biology_NNP which_WDT sucks_VBZ','',negative
'oh_UH well_UH its_PRP nothing_NN too_RB too_RB bad_JJ but_CC its_PRP making_VBG me_PRP nervous_JJ','',negative
'truly_RB horrifying_JJ footage_NN of_IN a_DT disney_NN character_NN orgy_NN backstage_NN at_IN one_CD of_IN their_PRP shows_NNS ._.','',negative
'well_UH ,_, not_RB so_RB much_RB an_DT orgy_NN ,_, but_CC really_RB rather_RB amusing_JJ','',positive
'i_PRP just_RB stood_VB there_RB in_IN shock_NN','',positive
'various_JJ books_NNS on_IN classical_NNP greek_NNP art_NN are_VBP stacked_VBN about_IN my_PRP$ room_NN ,_, waiting_VBG to_TO be_VB used_VBN for_IN my_PRP$ classical_NNP civ_NNP essay_NN','',neutral
'i_PRP ve_VBP left_VBD my_PRP$ apollodorus_NNP library_NNP of_IN greek_NNP mythology_NNP on_IN my_PRP$ bedside_NN table_NN ,_, having_VBG just_RB finished_VBD jason_NNP and_CC the_DT argonauts_NNP','',neutral
'amanda_NNP ,_, latin_NNP ,_, the_DT verb_NN \"_\'\' to_TO love_VB \"_\'\'','',neutral
humanities_NNS,'',neutral
'another_DT slight_JJ parallel_JJ i_PRP find_VBP amusing_JJ :_: jason_NNP played_VBD heracles_NNP in_IN alcestes_NNP last_JJ year_NN ,_, just_RB as_IN i_PRP am_VBP playing_VBG hippolyta_NNP in_IN a_DT midsummer_NN night\'s_NNS dream_NN','',positive
'sock_NN n_CC buskin_NNP is_VBZ a_DT really_RB fun_JJ theatre_NN company_NN ,_, i\'m_PRP liking_VBG my_PRP$ occaisional_NN rehersal_NN','',positive
'the_DT point_NN of_IN this_DT spiel_NN wa_NN','',neutral
'and_CC by_IN extensio_NNP','',neutral
'this_DT awesome_JJ progra_NN','',positive
'i_PRP had_VBD bought_VBD him_PRP a_DT flask_NN with_IN the_DT latin_NNP inscription_NN te_NNP amo_NNP on_IN it_PRP','',neutral
'i_PRP spent_VBD a_DT couple_NN of_IN hours_NNS on_IN a_DT trip_NN last_JJ night/this_NNS morning_NN in_IN the_DT early_RB am_VBP','',neutral
'i_PRP spoke_VBD with_IN the_DT earth_NNP ,_, the_DT sky_NN and_CC everything_NN i_PRP feel_VBP is_VBZ real_JJ','',neutral
heh_UH,'',neutral
'in_IN style_NN of_IN zen_NNP buddhism_NNP ,_, i_PRP say_VBP that_IN we_PRP are_VBP all_DT wrong_JJ ,_, the_DT monkey_NN is_VBZ god_NNP ,_, and_CC apples_NNS are_VBP the_DT truth_NN','',neutral
phi_NNP,'',neutral
'actually_RB ,_, i_PRP think_VBP i_PRP dropped_VBD it_PRP in_IN a_DT bottomless_JJ puddle_NN last_JJ night_NN','',neutral
'so_IN adam_NNP and_CC i_PRP went_VBD to_TO app_NNP state_NNP to_TO go_VB hiking_NN','',neutral
'i\'m_PRP broke_VBD like_IN whoa_UH ,_, but_CC i\'m_PRP still_RB working_VBG','',neutral
'i_PRP ve_VBP been_VBN talking_VBG to_TO laura_NNP on_IN the_DT phone_NN almost_RB daily_RB ,_, and_CC we_PRP re_VBP both_DT very_RB excited_JJ to_TO see_VB that_DT little_JJ baby_NN growing_VBG inside_IN of_IN her_PRP','',positive
'that_DT would_MD be_VB so_RB awesome_JJ','',positive
'snow_NNP in_IN october_NNP','',positive
'i_PRP have_VBP not_RB even_RB seen_VBN snow_NN in_IN years_NNS and_CC to_TO have_VB it_PRP in_IN october_NNP it_PRP too_RB much_RB to_TO wrap_VB around_IN my_PRP$ little_JJ head_NN','',positive
'i\'m_PRP missing_VBG everyone_NN in_IN wisconsin_NNP with_IN the_DT blue_NNP stars_NNP ,_, and_CC sad_JJ that_IN i_PRP had_VBD to_TO leave_VB early_RB','',negative
'miss_VBP you_PRP guys_NNS','',negative
'other_JJ than_IN all_DT of_IN this_DT i\'m_PRP still_RB trying_VBG to_TO move_VB upstairs_RB ,_, and_CC it_PRP looks_VBZ like_IN tuesday_NNP will_MD be_VB the_DT day_NN','',neutral
'hope_VBP all_DT is_VBZ well_RB in_IN your_PRP$ worlds_NNS','',neutral
'i_PRP can_MD honestly_RB say_VB my_PRP$ views_NNS of_IN the_DT world_NN i_PRP live_VBP in_IN changed_VBD while_IN in_IN high_NN school_NN','',neutral
'i_PRP remember_VBP being_VBG so_RB impressed_VBN ,_, with_IN the_DT youth_NN programs_NNS of_IN the_DT other_JJ parishes_NNS in_IN my_PRP$ area_NN ,_, and_CC the_DT stong_NN bond_NN that_DT everyone_NN had_VBD withen_IN their_PRP$ own_JJ groups_NNS ,_, regardless_RB of_IN the_DT social_NN status_NN of_IN each_DT person_NN','',neutral
'which_WDT was_VBD such_JJ a_DT contrast_NN when_WRB compared_VBN to_TO the_DT small_JJ group_NN i_PRP belonged_VBD to_TO','',neutral
'we_PRP began_VBD to_TO help_VB serve_VB lunches_NNS at_IN the_DT local_JJ loaves_NNS &_CC fishes_NNS ,_, volunteer_NN work_NN for_IN the_DT school_NN at_IN our_PRP$ parish_NN ,_, offer_NN lodging_NN for_IN other_JJ traveling_NN youth_NN groups_NNS','',neutral
'i_PRP remember_VBP doing_VBG endless_JJ fundraisers_NNS for_IN almost_RB everything_NN we_PRP did_VBD','',neutral
'see_VB ,_, the_DT whole_JJ time_NN that_IN i_PRP was_VBD trying_VBG to_TO develop_VB my_PRP$ own_JJ faith_NN ,_, attending_VBG events_NNS with_IN other_JJ parishes_NNS ,_, and_CC all_DT the_DT work_NN i_PRP did_VBD with_IN my_PRP$ own_JJ group_NN','',neutral
'and_CC sadly_RB','',negative
'everyone_NN has_VBZ been_VBN given_VBN a_DT gift_NN in_IN life_NN','',neutral
'simply_RB by_IN just_RB listening_VBG to_TO them_PRP speak_VBP ,_, and_CC more_RBR often_RB just_RB being_VBG in_IN someones_PRP$ presence_NN has_VBZ been_VBN known_VBN to_TO have_VB the_DT answer_NN someone_NN is_VBZ looking_VBG for_IN to_TO just_RB dawn_NN on_IN them_PRP','',neutral
'it_PRP was_VBD too_RB much_JJ weight_NN for_IN me_PRP to_TO carry_VB ,_, my_PRP$ own_JJ plus_IN everyone_NN elses_VBZ','',negative
'and_CC then_RB it_PRP happened_VBD','',neutral
'my_PRP$ son_NN','',neutral
'this_DT is_VBZ his_PRP$ first_JJ year_NN in_IN band_NN','',neutral
'every_DT now_RB and_CC then_RB','',neutral
'i_PRP get_VBP a_DT jolt_NN of_IN something_NN real_JJ loud_JJ and_CC it_PRP makes_VBZ me_PRP jump_VBP','',positive
'she_PRP is_VBZ afraid_JJ to_TO','',negative
