@relation training_data

@attribute text string
@attribute emojis string
@attribute emotion {positive,neutral,negative}

@data
'rave reviews ... book now ! sat 3rd , 7:30 , the cabinet maker\'s daughter at shaftesbury arts centre . spread the word ! …','',neutral
'watching the vampire diaries from the beginning = a classic saturday night . :d and with usr :) lolz',':D :)',positive
'be here tonight at 6pm to see the ufc middleweight championship fight between anderson silva and yushin okami for free !','',neutral
'anonymous asked : just realized while watchin fri-end that the youtube account that uploaded the video is ...','',neutral
'fm preview : west bromwich albion v aston villa 28 apr 2012 - footymad attempt to assist you with their form guide as ...','',neutral
'potential upset alert : the wichita wild only trail the allen wranglers 27-33 with 2:33 left in the 3rd quarter .','',neutral
'did anyone read the nyt interview with egyptian president mohamed morsi on saturday ? good read : …','',positive
'i lost respect for #annahazare the minute he sat at \" duratma \" gandhi\'s graveyard yesterday . india does not need another gandhi . vandemataram','',negative
'usr ok mr king see me about the bills ( or the eagles for that matter ) come the first weekend in february . #bills #eagles #nfl','',neutral
'i can not wait to cruise walgreens tomorrow for all the half-price avatars . #lovemeeeeeeeee','',positive
'i want jenelle to come over tomorrow . i need someone to watch netflix and eat mac & cheese with ..','',neutral
'doug wead we are not out , we are up ! the fight has just begun ! … vote ron paul tomorrow tuesday 5/15 in #or & #ne #peace','',positive
'this is the 2nd time i\'ve seen a niqqa wear galaxy foams','',neutral
'i want to go to church tonight ( crusaders ); kevin leal is ministering . i\'m nauseous , head-achy , & i need to finish an overdue assignment .','',negative
'it\'s 1:30 in the morning and all i want to do is watch the vampire diaries . sad .','',negative
'who\'s going to walgreens tomorrow for the 75\% off all of the halloween candy ? i am !','',neutral
'colts game tonight ! yay !','',positive
'usr on comedy central tonight @ 9 ... i\'m a grown little man and seriously funny ... i will be glued to the tv','',positive
'\' up all night\'s \' maya rudolph : \' saturday night live \' training \' prepares you for anything \' : maya rudolph ,... #tv #news','',neutral
'music picks : r . kelly , leonard cohen , cat power : fri 11/2 grace potter & the nocturnals the wiltern if anyone should ...','',neutral
'#mt \" usr \' the artist , \' posted new thursday at netflix instant . the surprise winner at the oscars . my review : \"','',neutral
'clever ! || australian captain michael clarke teams up with louis vuitton in special cricket trunk design | herald sun : …','',positive
'i wish ron jaworski was still in the monday night football booth . i enjoy tirico and gruden , i just think that jaws offered a lot too .','',neutral
'my saturday just got better , brighter and bolder .','',positive
'happy birthday usr ! national bieber day . now he\'s 18th years , but he\'s #stillkidrauhl #indonesiasayshbdforjustinbieber','',positive
'jennifer aniston shows she\'s prada her figure at fashion bash - the sun : the sunjennifer aniston shows she\'s pra ...','',neutral
'do not forget to get your self out to bettyvirginia park tomorrow @ 10am for the kickball tournament ! #ipittythefoolthatcantkickitoldschool','',positive
'norwich city are the 6th team into the capital one cup quarter finals','',neutral
'visit to #iran by five euro mps was called off sat after tehran refused to let them meet with a jailed activist','',negative
'b-team practice thursday , plus a parent meeting to discuss the details of the n.o. trip , & a finance update ..','',neutral
'omg ! \' orphan \' is going to be watched in tv5 tomorrow after \' the amazayn race philippines \' .. get ready monday , imma coming ^___^','',neutral
'i have 2 passes for looper in pico rivera on thursday . message or text me if you want them .','',positive
'hopefully i have a better day tomorrow ... today was just cow shit . well ... im going to big bang concert so of course it\'s gonna be bomb !','',positive
'which dj on the star-lite line up is the host of bbc 1xtra\'s tuesday night ukg show a ) rampage .... b ) jamie duggan ... c ) cameo','',neutral
'dang , forrest did not get it done . :/ he was our last american hope tonight , oh well ... now for the main event anderson silva vs yushin okami',:/,negative
'good friday morning people ! ! ! redskins friday ... let\'s take care of the colts tonight even w/o payton manning .','',positive
'usr goon is always a good idea ! it will probably taste better than the $10 bottle of vodka i have for tomorrow ...','',positive
'sportsnation just wont let jeremy evans dunkface go . this is the 3rd time ive seen it all week . still funny though','',positive
'last push ! last day of training before the break ! then i\'m off to bkk on thursday ! !','',neutral
'ok dongwoo\'s fansite is not accepting new members right now ... need to register on the 11th','',negative
'did you just tell me lucas scott leaves in the 6th season of tree hill with peyton to travel the wolrd ? #youjustruinedmylife #fuckyou','',negative
'hai usr please hear me :d we want avril\'s new single maybe just teaser 1st it will oke for me !',:D,positive
'if volstead went against #braves on a monday , he\'d give up 5 runs in first , then cubs make a furious rally late to win #twostreaks','',negative
'hmm need to convert the euros i have left from barcelona for bristol on tuesday .','',neutral
'looking for some free fun ? come to usr friday to see the classic camp films \" cobra woman \" & \" jungle island . \"','',positive
'realizing tomorrow is friday >>> then realizing you have bellamy first thing in the morning <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<','',neutral
'seriously bummed that #perksofbeingawallflower is not playing at any of the bases here on okinawa ... may fly home just to see it !','',negative
'#tbt reppin the w&m sweatshirt on my 2nd birthday . i had a sweet lion king cake too','',positive
'usr jean , tomorrow is free kissing day ! :) nothing . just wanna tell you that',:),positive
'new skyfall trailer is live . - * fans self * is it october yet ? i have all the feels for this . goddamn .','',positive
'i\'m ready to see the jets play monday .','',neutral
'talked bulletproof design among other cool topics with the mta yesterday . no , seriously , bulletproof design .','',positive
'usr he\'s on the plane to amsterdam now , bet he\'s not in class tomorrow','',neutral
'on mvc teleconference , it seems jacobson found a lot more things wrong with saturday\'s exhibition after seeing the tape . #unihoops','',negative
'usr thanks for your many tweets tonight milan . ca not believe i was in the wrong place ( milansofficial ) . you made all fans so happy .','',positive
'fm preview : derby county v peterborough united 28 apr 2012 - footymad attempt to assist you with their form guide as ...','',neutral
'this saturday green velvet back at cherry moon ! together with deg , frank zolex , youri parker & dj ghost ! be part ...','',neutral
'good day eventing today with a win on endymion entrechat an a 5th with viscount oscar ! very early start tomorrow for event #2 in hampshire','',positive
'only 2 more episodes left to watch of dexter series 1 ! :d pay day next monday - definatly gonna purchase series 2 ! !',:D,positive
'weekend pressure at tpc sawgrass ? look no further than harris english - 12 shot swing in a day - goes from 67 fri to 79 sat','',neutral
'off to #stolenspacelnd to see the shepard fairey show i did not get to see last friday ...','',negative
'bloodbeast returns to the stage with killatoria and new act predomination . join them this friday at black dahlia ....','',neutral
'tomorrow is going to be an easy day . just show my bib cards for eng which will be like 25 mins since i\'m last then get my test back in math','',positive
'good luck to my brother from another mother usr in his fight tomorrow at #ufcengland on fuel tv here in the states . #warkingsbu #asu','',positive
'well , monsoon coming in from the north and the bomb squad down in midtown on the 15th . time to go .','',neutral
'time for thursday night football as the tampa bay buccaneers take on the minnesota vikings . #nfl','',neutral
'this time tomorrow i will be at alexandra palace seeing jack white live for the second time in the last two months :d',:D,positive
'tgi friday\'s was good ! going to the moves to see \" rise of the planet of the apes \" .','',positive
'usr congrats to lloyd robertson on the gordon sinclair award tonight at the geminis . last broadcast on ctv nat\'l news is thursday .','',positive
'first game of the season for the lakers tomorrow #cantwait','',positive
'weezy\'s carter iv out on the 29th ! lets fuckin go','',positive
'turns out saturday\'s match at white hart lane was ramires \' 100th for the club . that\'s a big milestone .','',positive
'unobscured , the sun will shine again ! stand in your anointment - this too shall pass ! see trailer & where to buy book …','',positive
'happy #monday ! start your week off right with a #deltaview on the world bank\'s lowered growth forecast for #china :','',positive
'cowboys ! rt usr : nfl just declared terrelle pryor eligible for the supplemental that will take place monday , aug 22 .','',neutral
'anonymous asked : may i know the format of unboxing video ? and is it for album only ? can i do it for ...','',neutral
'c\'mon rebels , put an apple in the pigs mouth ! ! ! red wolves fans focus all of your hate & anger at the pigs tomorrow .','',negative
'i\'m hooked on horse racing .. i\'ve been to the del mar racetrack in san diego .. and now i wanna go to the kentucky derby ..','',positive
'sat here with a cuppa coffee , watching jeremy kyle with usr #lovely','',positive
'damn , someone saved holder from the earthquake ! technically dont know why w/biden out & obama always out boehner is 3rd in line !','',negative
'even though there is rampage tonight , a gig tomorrow the best thing about my weekend will be seeing usr #loveyou','',positive
'rt usr i went to see kevin hart and still can not wait to go see the movie on the 9th !','',positive
'usr if you find someone on d-1 please share . i may try to do some with wichita st. and their opponents this season .','',neutral
'tonite it goes down ! ! ! street fm on 90.1 fm in ny broadcasting worldwide at or watch inside the studio at','',positive
'creighton volleyball leads 8-5 early in 2nd set . match becomes even bigger with both wichita st. & missouri state down 0-1 at home tonight .','',positive
'sunday afternoon with amy lee on amfm till 4pm . when i hand over to hit 40 uk with mark james .','',neutral
'mavs will beat the lakers tomorrow accepting all bets','',positive
'my mom works with the mother of the girl that won homecoming queen at phs last friday and the company just sent out the sweetest email .','',positive
'it needs to storm february 9th so endymion can get canceled and all the parades would then start at 7am sunday . #mardigras #nola','',negative
'david miliband in the ft today : germany may have more in common with britain or poland than with euro members such as italy or even france .','',neutral
'i\'m going to halestorm at backstage live in san antonio , tx - nov 10','',neutral
'i do not want to go to school on monday . my excuse will be that hisd does not have school lol ~','',negative
'the mantra from republicans to democrats today is , \' if you do not like our plan , then where is your plan \"','',neutral
'usr obama\'s goal is to lead us into 3rd world status , so you\'re absolutely right , \" obama does not care \"','',negative
'spc is bring giuliana and bill rancic for breast cancer awareness month on october 30th in the gc ballrooms for a free event ! check out ...','',neutral
'usr hi baby : *** see you tomorrow on sm sta . rosa ! yaay !',baby,positive
'wrapping up this jersey shore commercial today . fist pumping all day','',neutral
'oh god , just realised i\'m chain-smoking in mother\'s party wig and pretending i\'m pj harvey . gonna get disemboweled in the morning for stinky','',neutral
'heavy cream were my oxen of the sun , jeffbro my circe , the patco line my eumaeus . now , at the appointed hour , i\'ve returned to ithaca .','',neutral
'joseph prince - none of us , all of christ ! - 14 oct 2012 : via usr how much of god\'s grace do you need ?','',neutral
'when i teach a basketball in my own school , we\'re gonna spend the 1st day watching larry bird videos , & the rest will take care of itself .','',neutral
'usr follow usr and meet her on november 26 . she deserves to meet you , crew & justin . she will be at the bell center at 4 !','',neutral
'if you call me \' good girl \' one more time you may find my scolding hot coffee heading towards your crotchal region .','',negative
'rob lowe who portrayed drew peterson , now takes on casey anthony prosecutor : on monday it was revealed that rob ...','',neutral
'usr fps russia penis reservations , he\'s already doing 5 chicks today maybe we can fit you in tomorrow ?','',neutral
'knicks vs heats friday its going down','',positive
'usr haha was it as bad as your night in barcelona with the bucket o chund ! ?','',negative
'is this cif piece meant to be funny ? i mean , other than in the unintentional sense of being ironically humourless …','',negative
'\" usr : cabana this friday .... \" you might find marissa and irene there being rachetts trying to get niggas with bottle service #hoes','',neutral
'starts friday night irving plaza nyc me and usr touring with chiodos <- stoked','',positive
'usr \" usr : attn : wrestlers- still time to join this sunday\'s seminar/tryout . here\'s the info : \"','',neutral
'dethklok , all that remains , machine head , and the black dahlia murder at stage ae november 8th .. highly considering going to that . #heavymetal','',neutral
'iago falque\'s chance and poor old harry kane : tottenham hotspur face norwich city tomorrow night in the capital ...','',neutral
'does anyone want to trade a playstation vita for a ipod touch 4th generation 32 gigabyte ? : …','',neutral
'i just did a shit load of typing . my group better call me queen tomorrow .','',neutral
'activists demand release of jharkhand tribal leader : new delhi , nov 1 ( ians ) condemning the arrest of woman trib ...','',negative
'on the news , regarding the \" marijuana march \" in #toronto today : \" if you do not hear \' em coming , you will smell them . \" nice ... not .','',negative
'usr you should attend usr champs this fri/sat/sun : top 12 roller derby teams in the world , we play indianapolis 8pm friday ! ! !','',positive
'our new dance instructor for #clubfitness has toured w/ beyonce ! ! ! you know our beyonce themed night is going to be crazy ! ! !','',positive
'happy 30th birthday , matthew usr inman ! seems appropriate that you share a birthday with jim henson ...','',positive
'usr : deus ex : human revolution is the 3rd game in the series #deusex','',neutral
'colby robak gets credit for 2nd assist on rampage first goal . 1-1 tie , aeros in san antonio , halfway through the first .','',neutral
'kung fu panda 2 or take em back to the jungle book ~ rt usr movie night with the kids at the crib . what should we watch ? ?','',neutral
'finished qbs . if the draft were today and i got to pick first every time , i\'d take arian foster , roddy white , jason witten , n aaron rodgers','',neutral
'cant wait to rock \" apologize \" by one republic & \" jesus freak \" by dc talk tonight gettin redy to rock sasabo , japan','',positive
'usr wish i could go to church tonight :( i really do have a reason !',:(,neutral
'barely going to sleep after watching #dexter all evening ! i love this show !','',positive
'comedy central going in tonight ...','',neutral
'tomorrow venus will transit the sun for the last time for the next 105 years . forecast - #weatherbomb','',neutral
'jonathan clary\'s blocked punt sets up mike longo\'s 3-yard td run and laguna hills cuts dana hills lead to 20-17 with 9:38 left in 3rd','',negative
'syrian delegation withdrew from 1st session of the non-aligned movement summit in iran as mohamed morsi addressed #syria crisis','',neutral
'usr here\'s your story from today : supporting the lions continues to be super depressing for detroiters .','',negative
'cabin fever 2 drops tomorrow . no way it will be better than taylor allderdice but i\'m still pumped for it . usr','',positive
'working on scouting report for clemson vs . usf soccer exhibition on friday , always on the job','',neutral
'you do not want to miss this tomorrow night . rj is moving to maryland soon , and we have a truly epic set planned ...','',neutral
'balls . i forgot celebrity juice was on tonight .','',negative
'usr also read how #msm lies : thin crowd @ ramlila on 3rd day : … n read for facts 60k+ crowd 2day …','',neutral
'the 2012 wine & roses fundraiser is tonight saturday , oct 27th ! the pinery at black forest will be the setting of ...','',neutral
'usr pretty good .. hbu ? ready to watch the raiders tonight ? ?','',positive
'how do you live beyond 100 years ? join us as we find out the secrets of longevity in bama , china . p1/2 today on our noble lineage #vegan','',neutral
'usr is having a show nov 10th @ the house of blues friends or anybody hmu if u want to go thanks :)',:),neutral
'congrats to the teams who competed at #nccdc7 , including 1st place u . of washington , 2nd place us air force academy and 3rd place texas a&m !','',positive
'the only dirty bombs on sunday will be the ones launched by mark \" dirty \" sanchez and the jets as they pummel romo\'s homos #terror #nyj #wtc','',neutral
'departure of ship : stanford provider port : abu dhabi time : nov 2 2012 5:03 am ( utc ) ( time of arrival/departure is the time the ves ...','',neutral
'the 7-yr old real madrid signed is not just an advanced passer . kid can pee standing up at a 9th grade level :','',neutral
'#wednesdaywisdom from the old usr alsip sign : do it now , since it will be yesterday tomorrow .','',neutral
'had to cut the mohawk off gotta look grown for tomorrow night at club pulse','',neutral
'echo entertainment news : jade wright previews the best programmes on tv tonight ( thursday ): anyone who accuses c ...','',positive
'usr lorenzo beasley . he was killed on july 17th of last year on the corner of 53rd and king dr. ~ #mile 5','',negative
'when did wilt chamberlain have time for basketball ? : tuesday marked the birthday of greatest athlete to come fro ...','',positive
'jennifer aniston shows she\'s prada her figure at fashion bash - the sun','',neutral
'please join me in welcoming our next us senator from the great state this coming monday . check out hrt\'s website for details .','',positive
'ryan reynolds may be back for a prequel or sequel to safe house , with or without denzel washington . script is in the works .','',neutral
'really pumped about knock2bag on friday w/ usr usr and sheeps and others ! doors 7pm at rich mix .','',neutral
'slap shot : nash , back from injury , skates for davos : rick nash of the new york rangers returned to action in switzerland on tuesday .','',neutral
'#trayvon my daily tweet(s ) 10/17 and 10/18 in memory of trayvon martin - killed 236 days ago . ~ may you rest in peace ~ ( love to the family )','',neutral
'one more day left in iqaluit . back home in ottawa tomorrow','',neutral
'usr best line ever as abby \" he wears $3000 sun glasses & has justin beiber on his harddrive cant we arrest him for that ?','',positive
'good luck to joseph calleja tonight at the brits . see he\'s appearing at the royal festival hall on friday 11 jan in raymond gubbay concert','',positive
'check my 1st time playin with jlin . #linsanity','',neutral
'leo season we still at it ! ! ! ! jett lounge this sunday ! ! ! !','',positive
'as of 2nite it goes down at big bangs .. 15th and arch st. . 10-2am ... crazy drink specials and more .... music by','',positive
'ima go see lamb of god tomorrow in hollyweed . come get punched in the fuckin face in the pit','',negative
't-g news : normandy post office saved : the u.s. postal service announced a plan wednesday that will keep the norm ...','',neutral
'he want the country divided as filthy rich or dirt poor ! and everybody on my tl gone be in the 2nd category !','',neutral
'#np bagsakan by parokya ni edgar , gloc 9 and francis m . <3 i may sound baduy but it\'s the only tagalog song nga nindooooot jod kaayo dmd <3','<3 <3',positive
'beyond obama\'s hope : the work of shepard fairey …','',neutral
'thank you abs-cbn and bcwmh for the fantastic episode today . tomorrow again . i can not wait to ... …','',positive
'real madrid have signed a seven-year-old argentine boy , a spokesman for the club confirmed on monday','',neutral
'usr what do you expect thursday ? are you going to pull out that mikey magic on duels day again ? #hopeso','',neutral
'usr : what should tomorrow night\'s #kandikoatednight topic be ? ? ? ? -- how i\'m going to get on kandi factory !','',neutral
'do not be surprised if we end up waiting until november 16th to find out who the next potus is ... #ohioprovisionalballot …','',negative
'2 days till jack white at alley pally then i find out the ruskies need me to work on saturday . what\'s is it like to have a personal life ?','',neutral
'vb : #ue drops to 5-10 on the season after a sweep at wichita state tonight : 3-0 ( 25-16 , 25-16 , 25-17 ) . aces play at missouri state tomorrow .','',neutral
'fox chicago , you make me angry . playing the vikings vs redskins over the nfc championship rematch 49ers vs giants tomorrow ? ? ? ?','',negative
'day 3 in the big brother house and it\'s ingleton waterfalls trail today , promises some amazing scenery !','',positive
'#betstylelounge this saturday usr will be turnt to the max ! come see me and usr rock out ! 35th and king dr ! !','',positive
'going to see usr and usr along with all the other usr superstars december 3rd in greensboro nc :)',:),positive
'adhitia sofyan on java jazz , march 3rd , can not wait ! give me a day off , please ...','',positive
'well hell . i\'m drivin , by myself , in nebraska tomorrow . why do i get the feeling that this will not end well ....','',negative
'also back to school special celebrity juice on itv2 tonight ! oushhhhh','',positive
'heading back to chesterfield for a job tomorrow after an intense & amazing few days in derby with the usr lads ! dvd is looking ace !','',positive
'playing with fluke tomorrow night in the sailors return . #weymouth . #live gig .','',neutral
'mail on sunday : cesc fabregas is so desperate to leave arsenal for barcelona that he has offered to give up more ...','',negative
'pose of triumph ! ! jogged over the brooklyn bridge with my mom and sis usr this morning . i\'m so lucky .','',positive
'this week is social media week and tomorrow the lga are hosting a tweeterthon which i will be taking part in . follow me at work #ourday','',neutral
'tragedy struck and collided in my sports world today , as mikel leshoure blew his achilles . was on the lions and my fantasy team . #noonecares','',negative
'i keep thinking about the fact that mmg will be in lexington on saturday and i will not be there :(((((','',negative
'at ali\'s new gaff and she\'s making me dinner whilst i watch x factor . tuesday just got fucking ace .','',positive
'lpg price hike put on hold : facing stiff opposition , the centre on thursday night put on hold the rs . 26.50 incr ...','',negative
'football-gunners wld always go on about arsenal\'s white v black composition . today mufc fields 7 black players . difference is mufc pays better','',neutral
'usr yea gonna watch family guy for a bit and try one last time in about half hour , if not i will wait til morning i think','',neutral
'get paid way later today , probably going to go see sky fall on the 9th or man with the iron fists idk which one 2 choose ?','',neutral
'you\'d think after not replying to the 3rd text the twat face would get that i fucking hate him .','',negative
'ben amos doing well usr . another clean sheet . he says he\'s enjoying the challenge of playing regular 1st team football . #mufc','',positive
'may god wil make him cure asap , n give a long long lyf','',neutral
'congrats ! ! ! to the philippine patriots for winning over singapore slingers last saturday ... go patriots ! ! ! :)',:),positive
'kicking off the world cup \" friday , all blacks vs tonga ! ? ! yeeeaah ! ! i\'m so looking forward to just laxing back popcorn & a glass a bubbly ! ? !','',positive
'rvp shit on afc by moving to mufc , yet served them brilliantly over 8 years , will the fans give him shit on saturday ? #cantwaittofindout !','',neutral
'quite enjoying usr on mnf - he looks more at home sat down tho - i do not think he knows what to do with his hands when he\'s stood up','',positive
'enjoy your networking ? cocktails with pandas or beers at adelaide oval on the agenda at #innovationgeneration …','',positive
'playoff weekend starts tomorrow . knicks vs . miami . and you know this !','',neutral
'usr update me on shores when u get the chance . btw- i finished 5th in japan open weight .','',neutral
'#logansport school board members got a preview of the district\'s istep scores monday night :','',neutral
'usr i hope all your loved ones back in maryland are okay ! i did not see you , wednesday . :)',:),positive
'chargers pre season game with the seahawks on espn thursday . only pre season but still good to have nfl back on tv . #chargers','',positive
'rare duplex for sale in cupertino with monta vista high ! gorgeous granite slab kitchen ! rent 1 & live in 1 ! open sat .','',neutral
'shit\'s going down this sat . at neighborhood theatre #drop ! thard','',negative
'comedy central rt usr what channel is arsenal game on tonight','',neutral
'capello says time for russia to win big match : russia manager fabio capello on thursday said that he intended to ...','',neutral
'rest in peace star wars conceptual artist ralph mcquarrie , may the force be with you my friend','',positive
'bilbao for breakfast this sunday morning . athletic are just about to kick off at espanyol .','',neutral
'alex poythress had 11 points and 7 rebounds in his debut with kentucky during an exhibition game on thursday . he played 28 minutes .','',neutral
': jarred cosart talks about pitching in afl\'s rising stars game ... and coming to houston on friday …','',neutral
'meet the amazing race philippines contestants . watch it on tv5 starting tomorrow . i am excited for this show .','',positive
'i been watching \" all-access kentucky \" every wed and it has been making me like these young dudes on kentucky .','',neutral
'usr golf is the camilla parker bowles in our relationship . and yes , two ! ! u heard i\'m going freelance ? 1st order of business !','',neutral
'the raiders are on the field for their tueday afternoon practice as they get ready to face arizona thursday night in oakland .','',neutral
'channing tatum may not be that good of an actor but he sure as hell can dance #ayyyyye','',positive
'who\'s coming to the marijuana march in cardiff tomorrow ? support the cause #legalizeweed !','',positive
'sept 9-11th pcb florida 60$ a person due by aug 27th need 15 more people to fill the bus dm me','',neutral
'it\'s going down this thursday @ club signature 2001 lumpkin rd suite #3dollathursdays $3 w/ college id ! everyone else $5 18+ w/ id ! ! ! #colga','',neutral
'usr what did you think of derby tonight sav ?','',neutral
'the last lecture of the day on a monday to me is like pancake day for fat kids #dreamy','',positive
'thats like the 5th time the texans hit the ball so flacco can not throw it','',neutral
'it makes me happy to see that ron jaworski is not on monday night football . suck it usr','',positive
'in her hands-on workshop session at the 11th international cloud expo , diane mueller , the cloud evangelist for a ...','',neutral
'gonna go to the north game tomorrow night . i better see some of you north kiddos','',neutral
'cold cold cold but the sun is rising over twickers .','',neutral
'downloading duels for ipad now . finally magic on the perfect device . i may never play mtgo again . #dotp2013','',positive
'i\'m late but , i just watched \" good deeds \" for the 1st time . awesome movie ! cried thru most of it . turned 30 and got sensitive as hell .','',positive
'i caught adam jones home run tonight , check me on espn top plays at midnight ! one handed w/ a soft pretzel in my hand on my iphone','',neutral
'anyone going yo watch the lakers vs heat game in miami february ?','',neutral
'usr usr they hold 4 titles . there are loads out there . but thy hold the four highest regarded . nd vitali may retire soon ...','',neutral
'cannot wait to play san fran on sunday . if we can beat them at home for the nfc championship we can beat them now .','',positive
'saturday night live jeopardy skits with will ferrell >','',neutral
'now y\'all know all that halloween candy is gonna be on clearance tomorrow ... you can save it for valentine\'s day :)',:),positive
'walk folder has monk charts/tracks usr ---- quartet session this saturday --- listen to the record','',neutral
